"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11"
"98" 0 -0.6434202 1.050382 -0.1747799 -0.1690009 0.9763672 1.46435 -0.3286211 -1.434392 -0.9921739 1
"99" 0 -0.9425549 0.9658819 1.061578 -0.3610877 -0.9123465 0.04697907 -0.663708 0.02323042 2.352811 1
"100" 0 -2.347841 -0.701209 0.1402753 2.174613 0.7238877 0.2752968 0.06092582 -2.084744 0.373727 1
"101" 0 0.2720956 -1.427584 -0.5391942 0.9885593 0.3983124 0.7980437 0.9693886 -0.2540594 -0.3897325 1
"102" 1 -0.7071483 0.07074677 -0.8555298 -1.382707 2.243712 -0.84707 -0.07775804 0.6502999 0.9868839 1
"103" 0 0.2934572 -0.8117427 2.342502 0.4447643 -1.084199 -1.910276 0.7384123 0.09597329 1.1581 1
"104" 1 -1.070271 0.5612387 2.965743 -0.7479553 0.4123468 -0.8902764 1.327807 -1.142471 0.4880516 1
"105" 1 -0.06856868 -2.084908 0.08636661 -0.7905382 -0.7537291 0.6705503 -0.873513 -0.349996 -0.538022 1
"106" 1 0.5635162 -0.9087651 0.6487172 0.4588781 0.8035391 -0.1768262 -0.696559 -0.6151102 0.4103099 1
"107" 0 1.24716 2.238302 0.1218624 2.009842 -0.0227273 -0.9280009 -0.4744218 -0.3970968 0.1349424 1
"108" 1 -0.09371568 -0.8142549 0.4716808 2.225703 1.097116 3.642998 0.5425872 0.3802427 1.9729 1
"109" 1 0.5971664 1.055133 0.3548635 -0.7806459 -0.03228161 0.2920103 0.9685597 -0.5336196 0.6748296 1
"110" 1 0.7978596 1.772866 -0.5133451 0.6823128 -0.2627538 0.06570496 0.2846345 0.6136628 1.421543 1
"111" 0 0.6281644 -0.5436495 -0.2179077 2.029562 0.00767001 1.099358 0.4846322 -1.585218 0.9168885 1
"112" 1 0.6781667 1.273082 0.6306967 1.284624 -0.5141184 0.7194356 0.2724943 -0.3264718 1.313913 1
"113" 1 0.3433071 -0.2858031 -0.4142451 -0.9813382 0.2523163 0.3430116 0.3993183 -0.9168584 -0.4585216 1
"114" 0 0.460813 -1.326494 -1.56795 0.4287543 1.821864 -0.1659367 0.3400193 -0.6339946 0.5223427 1
"115" 0 0.4239865 -0.8702013 1.880153 -0.1264148 2.434355 -0.01972966 1.907667 0.8320457 -1.098363 1
"116" 0 -1.478598 0.1489364 -0.7732107 0.3253949 1.471805 -0.4641848 -2.135887 -1.492538 0.4774436 1
"117" 0 0.9544198 -2.423913 -0.6516207 -0.7254383 0.02765593 -0.1419827 0.8553969 -1.898848 2.365909 1
"118" 0 -0.4483734 -1.477695 0.09227788 -0.5021024 -1.132664 0.5139502 0.6158279 0.9952487 0.5947194 1
"119" 0 0.6736053 0.5780317 0.5918643 0.4283869 -0.7518828 1.722179 0.1795047 0.0258271 -0.4114269 1
"120" 1 0.8180705 0.9027894 -0.3397615 0.9417567 1.377716 0.8310681 0.7124004 0.4589202 -0.6489818 1
"121" 1 -0.01778986 2.152663 0.96546 0.6236715 -0.9305137 -0.1152115 -2.035137 1.345932 -0.867315 1
"122" 0 -0.5537123 2.548723 -2.008641 0.6175496 0.5632179 0.8597602 0.6305119 0.1746449 0.3318599 1
"123" 0 1.407379 -1.025548 1.127017 -0.4589169 0.1597538 -0.01891315 0.8865368 0.5458203 -0.1425233 1
"124" 0 0.9509312 1.134698 0.9560915 1.242219 0.04964149 -1.114739 -1.092052 -0.1172491 -0.1287945 1
"125" 1 0.9139077 -0.3507177 -0.742032 -0.1833005 0.03444025 0.6212305 -1.446525 -0.7497088 1.331851 1
"126" 0 0.2152868 0.3011519 0.9835213 0.1361454 0.1377539 -1.239084 0.3898526 0.7236719 -1.490119 1
"127" 1 0.3819442 1.344799 -0.9610903 -1.382165 -1.499325 -1.675385 -0.4818149 -0.2268835 0.1878642 1
"128" 0 0.5825199 1.684328 -1.735438 -0.7227767 0.2476884 -1.159658 0.5357386 1.279185 -1.708555 1
"129" 1 -0.2256467 -0.903523 0.4746508 -0.07324229 0.3432375 -0.1152614 -0.5625765 0.259981 0.1333995 1
"130" 0 1.392766 -0.8021195 0.73912 -0.8025671 -1.34228 0.6038992 -0.2070027 0.3393187 0.3330781 1
"131" 1 -0.8193173 0.068988 -0.6704022 0.3836554 -0.8557001 -0.04393718 1.662175 0.7015302 -0.1777472 1
"132" 0 0.7808685 -0.09049245 -0.1443161 0.06947994 0.1438024 0.5546333 -0.6964165 0.117682 1.296439 1
"133" 0 -1.63388 0.01442958 -0.9464422 -0.3709149 1.553406 -2.221232 -0.6034196 0.3375262 0.4478313 1
"134" 1 -0.2275864 -0.1326595 -0.04039955 0.3327472 -0.2917377 1.797907 0.4971767 -0.4396852 -0.9029509 1
"135" 1 -0.4153518 0.5142226 -0.3976126 -0.3053319 -0.03495221 -0.1835823 0.93315 0.6299712 0.1427602 1
"136" 0 -1.332948 -1.757945 0.0849832 -0.2394685 -0.3018786 -0.4333712 0.810905 -0.07250054 0.9718451 1
"137" 0 0.6785564 0.4836327 -1.131365 0.06727221 -0.4623426 -1.168296 1.969503 2.940163 0.6515229 1
"138" 0 -0.4520137 0.008662399 1.029383 -0.06513355 0.2554547 -0.6551219 -0.515248 1.024425 -0.1613305 1
"139" 1 -0.5261249 -1.604065 0.2227716 0.9602264 -0.8718792 -1.771249 -0.5765836 2.017668 -0.3141834 1
"140" 0 -0.1491091 0.2483076 0.7282242 1.113169 -0.514319 0.6751191 -1.366724 -0.9713454 0.8544954 1
"141" 0 1.115882 0.6077906 -0.1412803 0.6978311 -0.4837189 1.279341 -0.5782898 -0.4047527 -0.4844927 1
"142" 1 0.3420954 0.5478751 0.6317928 -0.3993875 -1.05352 0.5637906 0.6511749 -1.310379 0.2817026 1
"143" 0 0.8903637 -2.00499 0.3819032 0.787835 0.2928779 0.4135682 -0.5715157 0.9288585 -1.244816 1
"144" 0 -0.604605 1.230685 1.924008 0.2969409 -1.438904 -0.7910464 0.1744623 -2.152848 -1.271265 1
"145" 1 1.533522 -0.5108228 -1.728694 -1.170551 0.6495191 1.296645 -1.859739 0.3452833 0.5164588 1
"146" 1 0.5492969 0.4096375 -0.7467859 -0.4934236 1.088635 0.1053048 1.12677 0.3884602 -0.2543643 1
"147" 0 1.111984 -0.32759 -1.261547 -1.0235 1.008711 0.639786 -1.696665 1.407051 -0.4451251 1
"148" 1 -0.408399 0.4369189 0.585545 0.4469959 -0.7189622 -1.127328 -0.1367967 -0.6548539 1.475578 1
"149" 1 -1.238532 2.152274 1.731263 0.680067 1.296097 0.7262056 0.8747635 0.2158631 -0.4865366 1
"150" 0 1.040928 -0.1703329 0.5714354 0.9138383 0.9374989 0.01030405 -2.351814 -1.593573 -0.170721 1
"151" 1 -3.177058 0.1082256 1.355418 -0.6749834 -1.136135 0.01236397 1.203838 0.5860335 0.387337 1
"152" 1 0.6611974 0.2502899 -0.2325846 0.09793248 -1.835205 -0.3398571 -0.3752703 0.7451196 1.980244 1
"153" 0 -1.265761 -0.4392697 1.178636 -0.8633448 1.033435 0.1426075 -1.028934 2.924617 -0.6203409 1
"154" 1 0.8743286 -1.158851 0.9265422 0.4493387 1.355807 -1.412161 -1.234434 -0.5629716 0.7964158 1
"155" 0 0.2247013 -0.6637664 -0.2303395 0.07575845 -0.8690514 -1.904905 1.5379 -0.3579159 0.04261632 1
"156" 1 1.027748 -0.3119297 -0.4288315 -2.157337 0.1774842 0.8989249 1.165062 -1.975815 1.748187 1
"157" 1 0.8818662 0.6141761 0.05663336 -0.8597128 1.014031 -0.4303569 -0.5721988 -0.4375294 1.016344 1
"158" 0 -1.17112 0.968327 1.416601 -0.00541056 0.3786226 0.200347 -1.455941 0.5098634 0.2415126 1
"159" 1 -1.571419 -1.319801 0.3628955 -0.7888413 -0.1128213 0.8310598 -0.5439266 0.5410792 -1.52832 1
"160" 0 -0.04580707 0.4905524 -1.577323 -0.9618568 0.476796 -0.8441881 0.08250006 -0.2782394 -0.5804898 1
"161" 1 0.1592461 -2.236519 -0.4564366 0.1655441 -0.006067807 -1.831961 -0.1489774 -0.2990562 0.6225045 1
"162" 1 -0.5715317 0.7885901 0.12909 0.2823629 2.444346 -1.25914 1.629357 0.1341938 -0.07563856 1
"163" 0 -0.616975 -0.8290684 -1.774966 1.194636 0.7331735 -0.2472311 0.5573481 -0.2931834 -0.55171 1
"164" 1 -0.646385 1.492266 0.2620408 -0.6529903 0.7627974 0.7276946 0.8171148 0.06289583 -0.4520528 1
"165" 0 -0.85688 0.3299591 -0.6579585 -0.343618 0.788507 -0.01611283 -1.297244 0.1104377 -0.03490094 1
"166" 0 0.174776 0.2904467 0.4097307 1.11526 0.2346884 -0.5312522 0.1825776 0.1434361 1.641369 1
"167" 1 -0.7047825 -1.270007 0.216107 -2.087447 1.068356 -0.02119839 1.137553 0.03610082 -0.6341254 1
"168" 0 -0.2535722 -0.1628813 -2.2887 0.1998503 1.279326 -0.5789812 -0.6916988 -0.2387519 0.455341 1
"169" 0 -1.1013 1.368443 -0.01340196 -0.2885287 -0.8346429 0.4084406 0.1765159 -0.8597998 1.793739 1
"170" 0 -2.550746 -0.3128459 0.6084885 -0.269232 -0.8167608 1.128978 0.5889446 1.679136 2.385599 1
"171" 1 -0.1008779 -0.06848106 0.143057 0.3204682 0.6897079 0.393878 -0.4302418 -0.6658666 -0.09909892 1
"172" 1 2.045706 0.2135325 -0.07805383 -0.01918276 0.4104216 0.8148483 0.1583308 -1.254853 1.097118 1
"173" 0 -2.364126 0.1626938 -1.256014 0.21855 -0.8512974 -0.7103486 0.9591975 -1.263162 0.02831292 1
"174" 1 0.453496 1.335107 0.6374026 -1.605018 0.4410645 -1.855604 1.283367 -0.5084584 -0.5941548 1
"175" 0 -0.250666 0.4998933 0.7140726 -0.8948709 1.526 0.07668304 -0.3157958 -0.0521264 0.4819298 1
"176" 0 0.8148167 -0.1146031 0.1195245 -1.077831 -1.925143 0.9558766 0.2805636 -0.2842332 -0.7320268 1
"177" 0 0.6533764 -0.7553674 0.4776402 0.911308 -1.399387 0.6157491 0.03539698 -1.928584 0.3779591 1
"178" 0 0.9179295 1.172292 0.5221338 1.096344 -0.7878163 0.2275815 0.6447041 -0.6760219 -0.9734524 1
"179" 0 -0.5441967 -0.2321381 -0.1739628 -0.2579469 -1.983675 -1.098609 -1.331421 -0.5099594 2.032443 1
"180" 1 -0.9946186 -0.9938835 -0.4976271 -0.04482312 -1.731219 0.4399058 -2.316688 -0.09562996 -0.2260409 1
"181" 1 -0.6824558 -0.2455941 0.7265549 0.06832299 -1.014469 0.2707251 0.3134191 -0.2658869 1.966913 1
"182" 0 0.003156171 -1.286743 0.8166474 -0.07158833 2.043566 -0.6976508 -0.6182368 -1.337402 0.5590245 1
"183" 0 1.060342 1.532063 1.83312 -0.5863966 -0.4738501 1.190916 -0.7302651 -0.6210082 -1.530203 1
"184" 0 0.1997135 -1.839843 1.198737 -0.3033971 -0.5995125 2.04528 0.8326841 1.107118 0.4416223 1
"185" 0 -0.2563676 0.3074315 -0.2479282 -0.08558783 -0.4579177 -1.313786 0.9744311 0.09598614 -0.2687821 1
"186" 0 0.04917436 -0.7517709 -0.2226372 0.4778946 -0.2958115 -0.3628416 0.9454948 -1.179634 -0.5528871 1
"187" 1 -1.15541 0.04879729 2.062822 1.072554 1.349356 0.1600159 -1.081665 -0.7369792 -0.1438567 1
"188" 1 1.630945 -0.5051321 0.3097098 -0.1498863 -2.180881 1.006992 -0.4649982 0.3307068 0.4000008 1
"189" 1 0.6288065 1.268312 0.1735453 -0.5014277 -0.2387331 -0.2411743 -1.484261 1.144435 -0.5458196 1
"190" 1 0.2082615 0.709602 0.8188773 -0.04017249 0.3493011 0.9139393 0.3345951 -0.4295424 -1.473975 1
"191" 1 0.2899567 -0.3541655 -0.7393461 0.6580164 0.04114507 0.8233887 -0.28002 0.2790915 1.912373 1
"192" 0 1.966659 -0.8873365 0.9842047 -1.41271 -0.01678143 -0.09374053 1.02396 0.03681193 0.2495892 1
"193" 1 -0.7612201 -0.06609354 -0.7230583 -0.1230503 0.6353234 0.182696 -0.156452 -1.003163 1.347751 1
"194" 1 -0.3319509 1.616714 -1.352746 0.5851555 0.3918619 -0.5029429 -1.403786 1.019823 0.2296172 1
"195" 0 -1.631406 -0.6908217 1.997675 -2.473193 1.509549 -1.105496 -0.08459479 1.288316 -0.7850425 1
"196" 0 -0.8661457 -0.2903171 -0.9490885 -0.9282246 1.062422 1.446915 -0.3580433 1.192671 -1.667254 1
"197" 1 0.1740369 1.170981 1.200648 -0.1623809 0.1906565 -0.1096087 2.008274 -0.6294016 -1.693505 1
"198" 0 0.3939109 0.1084628 -1.255953 -0.3698315 -1.999105 0.2585169 -0.1829908 0.5679487 0.4370238 1
"199" 0 0.5399566 -1.807325 -1.527291 1.209278 1.873873 0.7498685 -0.5329374 -0.007157828 -1.658822 1
"200" 0 -0.378336 -1.147812 0.3121175 1.586462 0.168414 -0.94092 0.5232271 -0.4974154 -1.132439 1
"201" 0 1.390863 0.3387922 -0.5294406 0.4756803 -0.492343 0.9227545 -0.9544389 0.4446223 0.5374821 1
"202" 1 -0.2595753 0.4342217 0.04577834 0.5761183 -1.15297 -1.210162 1.123041 1.437585 -0.04173014 1
"203" 0 1.119032 -0.7853305 0.4742934 0.9299799 -0.9390001 -0.8314697 0.5241709 0.8307441 0.2008337 1
"204" 1 -1.361283 -0.6474816 0.2907228 0.3736643 1.737231 2.020075 -1.463961 0.3308303 0.5984607 1
"205" 1 -0.5275254 0.9958778 0.6106339 0.6294644 -1.061956 -1.720354 -1.111933 0.9663342 0.3635511 1
"206" 1 1.528305 1.739945 0.7478128 -0.07141204 -0.9175699 1.066197 0.4006412 -0.533368 1.389768 1
"207" 0 0.1448409 1.84951 -0.005880845 0.3990815 -0.6016662 -1.013329 -0.600599 -0.04628509 -1.873724 1
"208" 1 -0.1238909 -0.2431892 0.6592464 -1.049273 -1.079843 0.5063581 -0.8274954 -0.901662 0.8303212 1
"209" 1 1.808803 -1.667472 -1.983486 0.4917973 0.6695979 -0.298999 1.420556 -0.9350999 0.5881668 1
"210" 1 -1.145397 1.331934 1.535516 -1.639617 0.2309986 0.04420879 1.059221 -0.7318709 1.213771 1
"211" 0 0.4898397 1.275655 0.9651793 -0.5024301 0.9730488 1.187722 -0.9114357 1.044216 0.6782061 1
"212" 1 0.2069211 0.3920073 -0.06358125 1.043815 -0.07592282 1.550178 -1.29879 -1.677894 -1.487994 1
"213" 1 1.531581 1.740138 0.6685616 -0.09613883 3.152918 1.390441 1.104112 0.5768624 1.470032 1
"214" 0 0.4038965 0.9359464 0.6806886 -0.2707799 -0.7119262 0.6600687 0.3373799 -1.625429 0.2491958 1
"215" 0 0.9812061 0.948909 1.374129 -0.2283252 0.8717298 0.2605356 0.446803 0.6358167 1.476503 1
"216" 0 -0.5368978 -0.3186186 0.216163 -0.1858452 -1.953035 1.127581 -1.991955 -1.347486 -1.549751 1
"217" 0 -0.2574064 -0.191382 0.3533322 -0.7211793 -0.696768 0.631531 0.3549107 -0.6190473 -1.261475 1
"218" 0 -0.4162332 -0.7230296 -0.8051354 0.309224 0.4357923 0.17125 -1.76069 -0.07220378 -0.5238992 1
"219" 0 0.5267684 -1.098703 -1.129904 -0.3557626 1.142921 0.09043365 -0.1082955 0.1989797 0.3782441 1
"220" 1 -0.663268 -0.7674782 -0.655685 0.9886563 1.091971 -1.332567 -0.0774558 1.094382 0.2267912 1
